actual_rpm,current_lead_time_sec,diagnostics,elapsed_sec,events,health,reactive_rpm,risk_score,target_rpm,telemetry,thermal_mode,timestamp
2211.2091167271137,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'RISK VELOCITY INCREASING', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.4, 'smoothed_risk': 0.194, 'risk_velocity': 0.3149, 'thermal_acceleration': 0.2047, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': 2.6, 'prediction_stability': 1.0, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 1.0, 'forecast_60s': 1.0, 'forecast_120s': 1.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'RISK VELOCITY INCREASING', 'idle_clamp_active': False, 'transition_intelligence_score': 100.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'BALANCED', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'INIT', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 0.0, 'adaptive_hold_duration': 30.0, 'hardware_sync_status': 'SYNCED', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.550140142440796,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 3.1915881633758545, 'telemetry_lag_sec': 3.1915881633758545, 'memory_growth_bytes': 242380800, 'issues': ['Inference stall detected (3.19s lag)', 'Telemetry stall detected (3.19s lag)', 'Memory growth detected']}",1850.0,0.4844836466908455,2211.2091167271137,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 43.2, 'gpu_temp': 57.0, 'disk_io': 456378.83008308447, 'network_io': 857.9387186620485, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696666.9314065
2234.472027271986,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'RISK VELOCITY INCREASING', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.4, 'smoothed_risk': 0.314, 'risk_velocity': 1.7586, 'thermal_acceleration': 272.8445, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': 0.4, 'prediction_stability': 1.0, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 1.0, 'forecast_60s': 1.0, 'forecast_120s': 1.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'RISK VELOCITY INCREASING', 'idle_clamp_active': False, 'transition_intelligence_score': 100.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'BALANCED', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 5.0, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'SYNCED', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.5549182891845703,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.0005130767822265625, 'telemetry_lag_sec': 0.0005130767822265625, 'memory_growth_bytes': 244645888, 'issues': ['Memory growth detected']}",1850.0,0.4937888109087944,2234.472027271986,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 46.1, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 0.0, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696666.9361846
2231.811443567276,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.34, 'smoothed_risk': 0.375, 'risk_velocity': -0.0103, 'thermal_acceleration': -17.0947, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.85, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 0.066, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 85.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.9, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.6583943367004395,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09603381156921387, 'telemetry_lag_sec': 0.09603381156921387, 'memory_growth_bytes': 244654080, 'issues': ['Memory growth detected']}",1850.0,0.4927245774269104,2231.811443567276,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.1, 'cpu_temp': 48.9, 'gpu_temp': 57.0, 'disk_io': 1377745.454560947, 'network_io': 0.0, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.0396607
2223.96441757679,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.34, 'smoothed_risk': 0.414, 'risk_velocity': -0.0315, 'thermal_acceleration': -0.2123, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.85, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 0.0, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 85.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.8, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.7581610679626465,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09321451187133789, 'telemetry_lag_sec': 0.09321451187133789, 'memory_growth_bytes': 244662272, 'issues': ['Memory growth detected']}",1850.0,0.48958576703071593,2223.96441757679,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 51.3, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 1892.4731182641717, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.1394274
2234.472027271986,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'THERMAL SATURATION APPROACHING', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.28, 'smoothed_risk': 0.436, 'risk_velocity': 0.0416, 'thermal_acceleration': 0.7225, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': 13.6, 'prediction_stability': 0.7, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 1.0, 'forecast_60s': 1.0, 'forecast_120s': 1.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'THERMAL SATURATION APPROACHING', 'idle_clamp_active': False, 'transition_intelligence_score': 70.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.7, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.8602514266967773,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.094512939453125, 'telemetry_lag_sec': 0.094512939453125, 'memory_growth_bytes': 244666368, 'issues': ['Memory growth detected']}",1930.0,0.4937888109087944,2234.472027271986,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 53.6, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 0.0, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.2415178
2232.3086021840572,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.22, 'smoothed_risk': 0.449, 'risk_velocity': -0.0086, 'thermal_acceleration': -0.4999, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.55, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 0.19, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 38.0, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 55.00000000000001, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.6, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",3.9596643447875977,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09390783309936523, 'telemetry_lag_sec': 0.09390783309936523, 'memory_growth_bytes': 244666368, 'issues': ['Memory growth detected']}",2035.0,0.4929234408736229,2232.3086021840572,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.1, 'cpu_temp': 55.7, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 2691.4893617267107, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.3409307
2236.349964737892,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'THERMAL SATURATION APPROACHING', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.16, 'smoothed_risk': 0.456, 'risk_velocity': 0.0163, 'thermal_acceleration': 0.2509, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': 33.4, 'prediction_stability': 0.4, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 0.945, 'forecast_60s': 1.0, 'forecast_120s': 1.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 37.3, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'THERMAL SATURATION APPROACHING', 'idle_clamp_active': False, 'transition_intelligence_score': 40.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.5, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",4.05892539024353,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.0949244499206543, 'telemetry_lag_sec': 0.0949244499206543, 'memory_growth_bytes': 244666368, 'issues': ['Memory growth detected']}",2135.0,0.49453998589515685,2236.349964737892,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.1, 'cpu_temp': 57.7, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 17290.32258050448, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.4401917
2231.550654619932,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.1, 'smoothed_risk': 0.46, 'risk_velocity': -0.0185, 'thermal_acceleration': -0.3348, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.25, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': 0.0, 'forecast_30s': 0.0, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 35.5, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 25.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.4, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",4.16278600692749,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09616255760192871, 'telemetry_lag_sec': 0.09616255760192871, 'memory_growth_bytes': 244682752, 'issues': ['Memory growth detected']}",2225.0,0.49262026184797286,2231.550654619932,"{'cpu_util': 100.0, 'gpu_util': 29.0, 'mem_util': 77.1, 'cpu_temp': 59.5, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 981.818181829222, 'power_draw': 98.96, 'battery': 98.0}",BALANCED,1785696667.5440524
2151.264432871342,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.1, 'smoothed_risk': 0.46, 'risk_velocity': -0.3275, 'thermal_acceleration': -3.1513, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.25, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': -17.73, 'forecast_30s': 0.0, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 34.6, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 25.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.3, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",4.260845422744751,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09303545951843262, 'telemetry_lag_sec': 0.09303545951843262, 'memory_growth_bytes': 244686848, 'issues': ['Memory growth detected']}",2270.0,0.4605057731485367,2151.264432871342,"{'cpu_util': 79.14, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 60.4, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 0.0, 'power_draw': 81.23, 'battery': 98.0}",BALANCED,1785696667.6421118
2147.133830988407,0.0,"{'active_mode': 'BALANCED', 'semantic_status': 'MODE: BALANCED', 'telemetry_hz': 4, 'adaptive_ema_alpha': 0.1, 'smoothed_risk': 0.46, 'risk_velocity': -0.0161, 'thermal_acceleration': 3.0322, 'cooling_effectiveness_score': 1.0, 'saturation_eta_seconds': -1.0, 'prediction_stability': 0.25, 'thermal_soak_accumulation': 0.0, 'gpu_power_transient_score': -17.73, 'forecast_30s': 0.0, 'forecast_60s': 0.0, 'forecast_120s': 0.0, 'workload_fingerprint': 'CPU_COMPILE', 'thermal_phase': 'SUSTAINED_LOAD', 'thermal_headroom': 33.7, 'predictive_cooling_window': 'NONE', 'escalation_reason': 'MODE: BALANCED', 'idle_clamp_active': False, 'transition_intelligence_score': 25.0, 'acoustic_optimization_active': False, 'hardware_controller': {'desired_mode': 'PERFORMANCE', 'actual_hardware_mode': 'BALANCED', 'last_transition_reason': 'HEALTH_FAILSAFE', 'transition_lock_timer': 0.0, 'transition_cooldown_timer': 4.2, 'adaptive_hold_duration': 20.0, 'hardware_sync_status': 'PENDING', 'rejected_transitions': 0, 'llt_response_status': 'OK'}}",4.3635478019714355,"[{'time': '00:20:36', 'source': 'SYS', 'category': 'HEALTHY', 'message': 'THERVO Core Ready'}, {'time': '00:20:51', 'source': 'SENS', 'category': 'HEALTHY', 'message': 'WMI Telemetry Synced'}, {'time': '00:21:01', 'source': 'CORE_AI', 'category': 'ACTION', 'message': 'Initialized Quiet Mode'}]","{'status': 'FAILSAFE', 'inference_lag_sec': 0.09562826156616211, 'telemetry_lag_sec': 0.09562826156616211, 'memory_growth_bytes': 244695040, 'issues': ['Memory growth detected']}",2315.0,0.45885353239536286,2147.133830988407,"{'cpu_util': 79.14, 'gpu_util': 29.0, 'mem_util': 77.2, 'cpu_temp': 61.3, 'gpu_temp': 57.0, 'disk_io': 0.0, 'network_io': 2299.999999987829, 'power_draw': 81.23, 'battery': 98.0}",BALANCED,1785696667.7448142
