cpu_norm,gpu_norm,mem_norm,disk_io_norm,net_io_norm,heat_norm,cpu_roll_5,gpu_roll_5,heat_roll_5,cpu_roll_10,gpu_roll_10,heat_roll_10,cpu_delta,gpu_delta,heat_delta
0.5111915913278487,0.7630357298074371,0.592797576724562,0.9610244103855631,0.8412030011901418,0.6119292467196841,0.5111915913278487,0.7630357298074371,0.6119292467196841,0.5111915913278487,0.7630357298074371,0.6119292467196841,0.0,0.0,0.0
0.6664580622368363,0.06543837072185184,0.6879639408647978,0.9860764284383794,0.867257994192321,0.4260501856308425,0.5888248267823426,0.41423705026464447,0.5189897161752632,0.5888248267823426,0.41423705026464447,0.5189897161752632,0.1552664709089876,0.0,0.0
0.3433937943676302,0.4435673237241784,0.4727780074568463,0.9063789969882128,0.9578839411848,0.3834632061102495,0.5070144826441051,0.4240138080844891,0.47381421282025865,0.5070144826441051,0.4240138080844891,0.47381421282025865,0.0,0.3781289530023266,0.0
0.39308947463495336,0.39205248816277694,0.6140703845572055,0.8778550518459729,0.9429169042403283,0.3926746800460828,0.4785332306418172,0.41602347810406104,0.45352932962671466,0.4785332306418172,0.41602347810406104,0.45352932962671466,0.04969568026732318,0.0,0.009211473935833325
0.5860358815211506,0.17789309276546866,0.3260206371941118,0.9960313114360625,0.9972681708034271,0.4227787660188778,0.5000337608176839,0.36839740103634255,0.44737921690514726,0.5000337608176839,0.36839740103634255,0.44737921690514726,0.19294640688619724,0.0,0.030104085972795014
0.17813769120510708,0.5631747698841177,0.47606099749584047,0.8408149790559218,0.9396682153784149,0.33215252267671136,0.4334229807931355,0.3284252090516787,0.3914238720965527,0.44638441588225436,0.4008602958443051,0.42817476786707465,0.0,0.3852816771186491,0.0
0.3493688608715288,0.4400510158833581,0.5186841117373119,0.8720389719208401,0.9976212479266352,0.38564172287626053,0.37000514052007405,0.40334773808398,0.3833421795456364,0.4325250508807222,0.4064589701355984,0.42209861858267267,0.1712311696664217,0.0,0.05348920019954917
0.8374993880184934,0.11636937653893964,0.3783931449676581,0.7672337406925078,0.9036258562768537,0.5490473834266718,0.4688262592502467,0.3379081486469323,0.4164590150089209,0.4831468430229436,0.3701977709360161,0.4379672141881725,0.48813052714696464,0.0,0.16340566055041128
0.7629900073215435,0.317564995020192,0.41237380387495226,0.9535715158310862,0.8326527295871445,0.5848200024010028,0.5428063657875647,0.3230106500184152,0.45488807947990484,0.5142405279450102,0.3643496847231467,0.45428419065626474,0.0,0.20119561848125234,0.03577261897433104
0.6832057344327899,0.6284527600144593,0.32961786069363613,0.9221111563258332,0.8162898684339156,0.6613045446654576,0.5622403363698926,0.4131225834682133,0.5025932352092208,0.5311370485937882,0.390759992252278,0.4749862260571841,0.0,0.3108877649942673,0.07648454226445478
0.36471841988211934,0.09766876271451772,0.4243929286862649,0.9147285972230933,0.9730621470424636,0.2578985570150787,0.5995564821052949,0.3200213820342933,0.48774244207689427,0.5164897314492153,0.32422329554298607,0.43958315708672346,0.0,0.0,0.0
0.4777719401295595,0.1396956844537263,0.585297914889198,0.979233989453702,0.9504517195442646,0.3425414378592262,0.6252370979569012,0.25995031574836697,0.4791223850734873,0.4976211192384876,0.3316490269161735,0.4312322823095619,0.11305352024744014,0.04202692173920858,0.0846428808441475
0.5181862635055953,0.37065576376891224,0.3101676506976381,0.8315869648806282,0.712145057546727,0.45917406361092206,0.5613744730543215,0.3108075931943615,0.4611477211103375,0.5151003661522842,0.3243578709206469,0.43880336805962916,0.04041432337603579,0.23096007931518595,0.11663262575169586
0.5068565529317623,0.7306748554445697,0.39971689165955,0.9323651191430881,0.9760776493322879,0.5963838739368852,0.5101477821763651,0.39342956527923706,0.46346049541751394,0.526477073981965,0.35822010764882617,0.45917428744870936,0.0,0.36001909167565743,0.13720981032596313
0.8437581218740584,0.6560902846733128,0.5533615026041694,0.9895590067493114,0.9814077628061625,0.7686909869937602,0.5422582596646189,0.39895707021100774,0.48493778388317443,0.5522492980172558,0.4060398268396105,0.4937655095461976,0.33690156894229606,0.0,0.17230711305687496
0.8168730399387946,0.2885026062288979,0.3440207698110707,0.887849063111689,0.9269591794598492,0.6055248664548358,0.632689183675954,0.43712383891388373,0.5544630457711259,0.6161228328906245,0.3785726104740886,0.52110274392401,0.0,0.0,0.0
0.10556170442495257,0.4330604769331743,0.4669644012595116,0.8858928604728554,0.8191152510284164,0.23656121342824127,0.5582471365350326,0.4957967974097734,0.533267000884929,0.5917421172459669,0.3778735565790702,0.506194692979208,0.0,0.1445578707042764,0.0
0.35856234561660416,0.4390929663075246,0.5812075835580711,0.9231951064640457,0.997816923223958,0.3907745938929723,0.5263223529572344,0.5094842379174959,0.5195871069413389,0.5438484130057779,0.41014591555592866,0.4903674140258382,0.2530006411916516,0.006032489374350303,0.15421338046473104
0.3278723955019741,0.0776652105158996,0.5438257335919587,0.9477565483910539,0.7502134825223006,0.2277895215075443,0.4905255214712767,0.37888230893176184,0.4458682364554708,0.500336651823821,0.3861559371054995,0.4546643659364924,0.0,0.0,0.0
0.2916495125335779,0.1586711540684173,0.4957811041110252,0.9989222329345046,0.8783907829970696,0.23845816914751367,0.38010379960318064,0.2793984828107828,0.33982167288622145,0.4611810296338998,0.33917777651089526,0.41237972838469794,0.0,0.08100594355251771,0.010668647639969359
0.2916495125335779,0.5961622614588947,0.4471132530877013,0.9651780314490833,0.96088454458369,0.4134546121037046,0.2750590941221373,0.3409304138567821,0.30140762201599525,0.45387413889904565,0.38902712638533293,0.42793533389356064,0.0,0.4374911073904774,0.17499644295619093
0.7682419964713904,0.29058504872880186,0.37460740415994165,0.759689092553642,0.9548805706410167,0.577179217374355,0.40759515253142486,0.3124353282159077,0.36953122280521794,0.48292114453322876,0.4041160628128405,0.45139911184507353,0.47659248393781245,0.0,0.16372460527065036
0.6161382323275599,0.1807748217537436,0.5763750952409864,0.9278648668027069,0.994641861155981,0.4419928680980334,0.459110329873616,0.2607716993051515,0.3797748776462302,0.49271634141542525,0.38512796861132365,0.4496809922937846,0.0,0.0,0.0
0.1907788169924713,0.7435202137089221,0.6509357413523924,0.8971964133971996,0.9644114012562927,0.41187537567905164,0.4316916141717154,0.3939426999437559,0.41659204848053166,0.46110856782149606,0.38641250443775893,0.4312301424680013,0.0,0.5627453919551785,0.0
0.5237204626848052,0.2313892181753388,0.3372411071223597,0.991773578441691,0.9912255498211622,0.40678796488101865,0.47810580420196097,0.40848631276514025,0.4502580076272326,0.42910480190257083,0.3439423977879615,0.39503984025672706,0.3329416456923339,0.0,0.0
0.3793676596901287,0.5944667591526795,0.6588441039810309,0.9909102642257742,0.9788127942431218,0.46540729947514903,0.495649433633271,0.40814721230389717,0.46064854510152153,0.38535426387770416,0.37453881308033965,0.3810280835587584,0.0,0.36307754097734074,0.05861933459413038
0.22930297127569102,0.7239156413953094,0.542571623863836,0.6575779925409097,0.805273768772916,0.4271480393235384,0.3878616285941313,0.4948133308371987,0.43064230949135823,0.3977283905627781,0.4036243295265532,0.40008676614828803,0.0,0.12944888224262985,0.0
0.6535161581541545,0.5389709446269504,0.389707723784224,0.974216356777402,0.8766841378830225,0.6076980727432728,0.3953372137594502,0.56645255541184,0.46378335042040614,0.42722377181653304,0.4136121273584957,0.42177911403331814,0.42421318687846354,0.0,0.1805500334197344
0.6197063192377718,0.6869175578706335,0.5630451569201373,0.9570731803487663,0.798668631275102,0.6465908146909165,0.48112271420851027,0.5551320242441824,0.5107264382227792,0.4564071641901128,0.4745373620939691,0.46365924335165537,0.0,0.14794661324368308,0.038892741947643694
0.2951917147032669,0.7797579160643342,0.45723908986670414,0.9913342339008022,0.9605585993005071,0.4890181952476938,0.4354169646122026,0.6648057638219813,0.5271724842961141,0.4567613844070818,0.5366460382935608,0.48871524596167343,0.0,0.09284035819370073,0.0
0.5615231077010873,0.41938827036414794,0.3780971951192178,0.9753047209456998,0.8910379989005963,0.5046691727663115,0.47184805421439424,0.629790066064275,0.5350248589543467,0.4837487439238327,0.5189686391840861,0.4978367020279341,0.2663313929978204,0.0,0.015650977518617715
0.24168854352563915,0.7553439382646857,0.681571430801035,0.9932547795747088,0.9146812743587122,0.4471507014212578,0.47432516866438396,0.6360757254381504,0.5390253913738905,0.4310933986292576,0.5654445281376744,0.4848338504326244,0.0,0.33595566790053777,0.0
0.8708959816714023,0.68975709160052,0.4177795568278343,0.9275431562228614,0.9863631222765198,0.7984404256430493,0.5178011333678334,0.6662329548328643,0.5771738619538457,0.4565691735636418,0.616342755122352,0.5204786061871259,0.6292074381457631,0.0,0.3512897242217915
0.5454410099666801,0.7521160806205858,0.5784119186699892,0.957307005288592,0.8016974261421254,0.6281110382282424,0.5029480715136152,0.6792726593828547,0.5734779066613109,0.4920353928610627,0.6172023418135185,0.5421021724420451,0.0,0.06235898902006576,0.0
0.8018984575423643,0.6055764633156533,0.5788062963981072,0.9731747473372624,0.9121751785929378,0.7233696598516799,0.6042894200814347,0.6444363688331185,0.6203481995821082,0.5198531923468186,0.65462106632755,0.5737603419391111,0.2564574475756842,0.0,0.09525862162343746
0.7480907157433446,0.7003042389350778,0.6652962210225886,0.9490536164925869,0.9407624129300818,0.728976125020038,0.6416029416898861,0.7006195625473046,0.6652095900328534,0.5567254979521402,0.6652048143057898,0.6001172244936,0.0,0.09472777561942447,0.005606465168358055
0.6615735018061628,0.6468445020770759,0.6560021367270266,0.9176557275601008,0.9159283820150164,0.655681901914528,0.7255799333459908,0.6789196753097825,0.7069158301315075,0.5999525510051874,0.6574977003739665,0.622970610752699,0.0,0.0,0.0
0.1287538190373937,0.3991985135993451,0.5170578538830306,0.9051508418250712,0.9548718687000061,0.23693169686217425,0.5771515008191892,0.6208079597095476,0.5946140843753326,0.5474763170935113,0.643520457271206,0.5858939731645891,0.0,0.0,0.0
0.2016484101215078,0.44168244504110327,0.6079974212394443,0.883724553314959,0.9594247590612687,0.297662024089346,0.5083929808501547,0.558721232593651,0.5285242815475533,0.5056705261818849,0.618996945988253,0.5510010941044322,0.07289459108411411,0.04248393144175816,0.060730327227171754
