timestamp,cpu,gpu,memory,disk_io,network_io,gpu_temp,cpu_temp,risk_score,risk_level,cpu_norm,gpu_norm,mem_norm,disk_io_norm,net_io_norm,heat_norm,cpu_roll_5,gpu_roll_5,heat_roll_5,cpu_roll_10,gpu_roll_10,heat_roll_10,cpu_delta,gpu_delta,heat_delta
2026-07-20 12:07:42.743,51.11915913278487,76.30357298074371,59.2797576724562,299730.58361432125,16023.854724022434,200.0,54.016829657535176,0.6119292467196841,HIGH,0.5111915913278487,0.7630357298074371,0.592797576724562,0.9610244103855631,0.8412030011901418,0.6119292467196841,0.5111915913278487,0.7630357298074371,0.6119292467196841,0.5111915913278487,0.7630357298074371,0.6119292467196841,0.0,0.0,0.0
2026-07-20 12:08:42.743,66.64580622368364,6.543837072185184,68.79639408647978,416388.8777594105,21627.74151248848,32.345083150467666,60.26113322876269,0.4260501856308425,MED,0.6664580622368363,0.06543837072185184,0.6879639408647978,0.9860764284383794,0.867257994192321,0.4260501856308425,0.5888248267823426,0.41423705026464447,0.5189897161752632,0.5888248267823426,0.41423705026464447,0.5189897161752632,0.1552664709089876,0.0,0.0
2026-07-20 12:09:42.743,34.33937943676302,44.35673237241784,47.27780074568463,146323.34095882293,61379.36302487676,51.32227405785645,46.50853126334769,0.3834632061102495,MED,0.3433937943676302,0.4435673237241784,0.4727780074568463,0.9063789969882128,0.9578839411848,0.3834632061102495,0.5070144826441051,0.4240138080844891,0.47381421282025865,0.5070144826441051,0.4240138080844891,0.47381421282025865,0.0,0.3781289530023266,0.0
2026-07-20 12:10:42.743,39.308947463495336,39.205248816277695,61.40703845572055,100637.2172970215,51666.32662215435,48.51385895908849,51.05634675452773,0.3926746800460828,MED,0.39308947463495336,0.39205248816277694,0.6140703845572055,0.8778550518459729,0.9429169042403283,0.3926746800460828,0.4785332306418172,0.41602347810406104,0.45352932962671466,0.4785332306418172,0.41602347810406104,0.45352932962671466,0.04969568026732318,0.0,0.009211473935833325
2026-07-20 12:11:42.743,58.603588152115066,17.789309276546867,32.60206371941118,474493.8830894133,96580.38729091866,37.694146938061614,61.28375472398594,0.4227787660188778,MED,0.5860358815211506,0.17789309276546866,0.3260206371941118,0.9960313114360625,0.9972681708034271,0.4227787660188778,0.5000337608176839,0.36839740103634255,0.44737921690514726,0.5000337608176839,0.36839740103634255,0.44737921690514726,0.19294640688619724,0.0,0.030104085972795014
2026-07-20 12:12:42.743,17.81376912051071,56.31747698841177,47.60609974958405,61897.07918754464,49770.10255607138,59.803828318412265,38.462976698291214,0.33215252267671136,LOW,0.17813769120510708,0.5631747698841177,0.47606099749584047,0.8408149790559218,0.9396682153784149,0.33215252267671136,0.4334229807931355,0.3284252090516787,0.3914238720965527,0.44638441588225436,0.4008602958443051,0.42817476786707465,0.0,0.3852816771186491,0.0
2026-07-20 12:13:42.743,34.93688608715288,44.00510158833581,51.86841117373119,93242.373307238,96973.67046257356,52.43982742627563,51.620037551706986,0.38564172287626053,MED,0.3493688608715288,0.4400510158833581,0.5186841117373119,0.8720389719208401,0.9976212479266352,0.38564172287626053,0.37000514052007405,0.40334773808398,0.3833421795456364,0.4325250508807222,0.4064589701355984,0.42209861858267267,0.1712311696664217,0.0,0.05348920019954917
2026-07-20 12:14:42.743,83.74993880184934,11.636937653893964,37.83931449676581,23568.417166358497,32870.3679109448,32.86142484621213,66.34044289555561,0.5490473834266718,MED,0.8374993880184934,0.11636937653893964,0.3783931449676581,0.7672337406925078,0.9036258562768537,0.5490473834266718,0.4688262592502467,0.3379081486469323,0.4164590150089209,0.4831468430229436,0.3701977709360161,0.4379672141881725,0.48813052714696464,0.0,0.16340566055041128
2026-07-20 12:15:42.743,76.29900073215435,31.7564995020192,41.23738038749523,271805.345495966,14521.960384988884,47.04249534043568,68.18284567164181,0.5848200024010028,HIGH,0.7629900073215435,0.317564995020192,0.41237380387495226,0.9535715158310862,0.8326527295871445,0.5848200024010028,0.5428063657875647,0.3230106500184152,0.45488807947990484,0.5142405279450102,0.3643496847231467,0.45428419065626474,0.0,0.20119561848125234,0.03577261897433104
2026-07-20 12:16:42.743,68.32057344327899,62.84527600144593,32.96178606936361,179874.39854359202,12028.971422750406,62.085164863530096,65.25486475867868,0.6613045446654576,HIGH,0.6832057344327899,0.6284527600144593,0.32961786069363613,0.9221111563258332,0.8162898684339156,0.6613045446654576,0.5622403363698926,0.4131225834682133,0.5025932352092208,0.5311370485937882,0.390759992252278,0.4749862260571841,0.0,0.3108877649942673,0.07648454226445478
