timestamp,cpu,gpu,memory,disk_io,network_io,gpu_temp,cpu_temp
2026-07-20 12:07:42.743,,76.30357298074371,59.2797576724562,299730.58361432125,16023.854724022434,200.0,54.016829657535176
2026-07-20 12:08:42.743,66.64580622368364,6.543837072185184,68.79639408647978,416388.8777594105,21627.74151248848,32.345083150467666,60.26113322876269
2026-07-20 12:09:42.743,34.33937943676302,44.35673237241784,47.27780074568463,146323.34095882293,61379.36302487676,51.32227405785645,46.50853126334769
2026-07-20 12:10:42.743,39.308947463495336,39.205248816277695,61.407038455720546,100637.2172970215,51666.32662215435,48.51385895908849,51.05634675452773
2026-07-20 12:11:42.743,58.603588152115066,17.789309276546867,32.60206371941118,474493.8830894133,96580.38729091866,37.694146938061614,61.28375472398594
2026-07-20 12:12:42.743,17.81376912051071,56.31747698841177,47.606099749584054,61897.07918754464,49770.10255607138,59.803828318412265,38.462976698291214
2026-07-20 12:13:42.743,34.93688608715288,44.00510158833581,51.86841117373119,93242.373307238,96973.67046257357,52.43982742627563,51.620037551706986
2026-07-20 12:14:42.743,83.74993880184934,11.636937653893963,37.83931449676581,23568.417166358497,32870.3679109448,32.86142484621213,66.34044289555561
2026-07-20 12:15:42.743,76.29900073215435,31.756499502019196,41.23738038749523,271805.345495966,14521.960384988883,47.04249534043568,68.18284567164181
2026-07-20 12:16:42.743,68.32057344327899,62.84527600144593,32.96178606936361,179874.39854359202,12028.971422750406,62.085164863530096,65.25486475867868
2026-07-20 12:17:42.743,36.471841988211935,9.766876271451773,42.43929286862649,163266.47769134678,73095.81474463738,36.553028974186745,50.47842094827168
2026-07-20 12:18:42.743,47.777194012955945,13.969568445372628,58.5297914889198,380631.73925983184,56347.081158164874,36.91313214446641,58.8048085726244
2026-07-20 12:19:42.743,51.818626350559526,37.06557637689122,31.016765069763807,54837.82206965892,3627.203975830058,45.6952872712628,58.85492539224207
2026-07-20 12:20:42.743,50.685655293176225,73.06748554445697,39.971689165955,205781.07859477925,75677.33828503334,64.91675556644212,53.76899098651688
2026-07-20 12:21:42.743,84.37581218740584,65.60902846733127,55.33615026041694,435858.83450367115,80465.37165146189,65.5482385007652,69.27698475682683
2026-07-20 12:22:42.743,81.68730399387945,28.85026062288979,34.40207698110707,114739.6461084289,42997.224968312505,45.01737086557405,68.45808741409145
2026-07-20 12:23:42.743,10.556170442495256,43.30604769331743,46.696440125951156,111831.7974248944,12426.604049701438,52.55889649972573,38.72428545194491
2026-07-20 12:24:42.743,35.856234561660415,43.90929663075246,58.12075835580711,182451.1715872677,97192.31723073559,48.11710588477815,49.26295219831652
2026-07-20 12:25:42.743,32.78723955019741,7.76652105158996,54.382573359195874,251836.83259120188,5622.135749373941,34.83876872466203,47.33780988586229
2026-07-20 12:26:42.743,29.164951253357792,15.867115406841732,49.57811041110252,492839.57660118974,24584.49951539429,40.21920333245091,48.921779599403436
2026-07-20 12:27:42.743,,59.61622614588947,44.71132530877013,316520.60946619615,63536.20622070902,58.046831435885196,46.835086253510504
2026-07-20 12:28:42.743,76.82419964713904,29.05850487288019,37.46074041599417,21346.795635827195,59293.84784723006,41.42792557430783,65.9353687832737
2026-07-20 12:29:42.743,61.61382323275599,18.077482175374357,57.63750952409864,193980.93780396818,93704.63387930508,38.26221228973395,56.988992171615855
2026-07-20 12:30:42.743,19.077881699247126,74.3520213708922,65.09357413523924,129712.87222986265,66168.4125804008,67.63093055465436,46.552580942546136
2026-07-20 12:31:42.743,52.37204626848052,23.138921817533877,33.72411071223597,448710.66321871005,90091.59668775139,38.68937801339935,59.52100027573312
2026-07-20 12:32:42.743,37.93676596901287,59.44667591526795,65.88441039810309,443656.1257082935,78097.61681283357,200.0,50.87146747908816
2026-07-20 12:33:42.743,22.9302971275691,72.39156413953094,54.2571623863836,5589.328756698194,10596.418515170195,66.54544809374842,40.52155417394992
2026-07-20 12:34:42.743,65.35161581541546,53.89709446269504,38.970772378422396,356377.4314524204,24106.284205931606,59.265738389362326,58.678599371111055
2026-07-20 12:35:42.743,61.97063192377718,68.69175578706334,56.30451569201374,284585.99306440033,9820.6393988952,61.60613578009909,57.4729105210311
2026-07-20 12:36:42.743,29.519171470326686,77.97579160643342,45.723908986670416,446131.2310333795,63298.29328672766,69.01389958697251,51.168270819602625
2026-07-20 12:37:42.743,56.15231077010873,41.93882703641479,37.80971951192178,361503.60551549116,28436.850062865153,51.053373647147446,57.04910885675004
2026-07-20 12:38:42.743,24.168854352563915,75.53439382646857,68.1571430801035,457517.3307200038,37330.79067541672,68.71367216238137,44.44905500305495
2026-07-20 12:39:42.743,87.08959816714022,68.975709160052,41.77795568278343,193163.7665723607,85188.09881592727,62.63576134160306,68.29694331394921
2026-07-20 12:40:42.743,54.544100996668014,75.21160806205857,57.84119186699892,285460.52387459314,10169.061130191469,67.72222146792129,53.38872950517534
2026-07-20 12:41:42.743,80.18984575423643,60.55764633156533,57.88062963981072,351539.55790956755,36269.36954636564,62.08906708569579,65.26422518424098
2026-07-20 12:42:42.743,74.80907157433447,70.03042389350777,66.52962210225886,256159.85703160797,50400.87132137636,66.15699296814022,68.33032555027557
2026-07-20 12:43:42.743,66.15735018061628,64.68445020770758,65.60021367270265,169659.58326891638,37870.50378767443,62.67227070007247,58.8951533187584
